السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث)
2022,3,منطقة الباحة,صيد الأسماك وتربية المائيات,متناهية الصغر,70,11,5,6,146,146,0
2022,3,منطقة الجوف,صيد الأسماك وتربية المائيات,صغيرة,1,0,0,0,8,8,0
2022,3,منطقة الجوف,صيد الأسماك وتربية المائيات,متناهية الصغر,342,20,14,6,628,627,1
2022,3,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,صغيرة,1,2,2,0,16,16,0
2022,3,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,متناهية الصغر,98,9,4,5,230,230,0
2022,3,منطقة الرياض,صيد الأسماك وتربية المائيات,صغيرة,261,299,138,161,1972,1970,2
2022,3,منطقة الرياض,صيد الأسماك وتربية المائيات,متناهية الصغر,43270,4705,2313,2392,111327,110719,608
2022,3,منطقة القصيم,صيد الأسماك وتربية المائيات,صغيرة,11,4,1,3,119,119,0
2022,3,منطقة القصيم,صيد الأسماك وتربية المائيات,متناهية الصغر,1374,148,87,61,3672,3666,6
2022,3,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,صغيرة,22,21,14,7,212,211,1
2022,3,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,متناهية الصغر,594,63,32,31,1305,1271,34
2022,3,منطقة تبوك,صيد الأسماك وتربية المائيات,صغيرة,12,4,3,1,114,114,0
2022,3,منطقة تبوك,صيد الأسماك وتربية المائيات,متناهية الصغر,262,27,14,13,530,528,2
2022,3,منطقة جازان,صيد الأسماك وتربية المائيات,صغيرة,50,67,37,30,593,591,2
2022,3,منطقة جازان,صيد الأسماك وتربية المائيات,متناهية الصغر,565,52,28,24,1223,1214,9
2022,3,منطقة جازان,صيد الأسماك وتربية المائيات,متوسطة,4,83,70,13,340,339,1
2022,3,منطقة حائل,صيد الأسماك وتربية المائيات,صغيرة,9,7,5,2,53,53,0
2022,3,منطقة حائل,صيد الأسماك وتربية المائيات,متناهية الصغر,2276,201,108,93,5767,5747,20
2022,3,منطقة عسير,صيد الأسماك وتربية المائيات,صغيرة,24,27,19,8,226,226,0
2022,3,منطقة عسير,صيد الأسماك وتربية المائيات,متناهية الصغر,547,38,15,23,1079,1078,1
2022,3,منطقة عسير,صيد الأسماك وتربية المائيات,متوسطة,1,6,2,4,47,47,0
2022,3,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,صغيرة,67,49,22,27,560,560,0
2022,3,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,كبيرة,1,267,243,24,1920,1917,3
2022,3,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متناهية الصغر,3497,350,172,178,7362,7078,284
2022,3,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متوسطة,2,38,36,2,251,251,0
2022,3,منطقة نجران,صيد الأسماك وتربية المائيات,صغيرة,6,0,0,0,49,49,0
2022,3,منطقة نجران,صيد الأسماك وتربية المائيات,متناهية الصغر,1373,142,74,68,3565,3557,8
2022,3,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,667,2028,1248,780,7686,7677,9
2022,3,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,21,6349,6141,208,7413,7403,10
2022,3,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1495,498,281,217,3328,3326,2
2022,3,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,106,2853,2123,730,8209,8201,8
2022,3,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,21,23,16,7,129,129,0
2022,3,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,310,59,37,22,616,616,0
2022,3,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,32,45,34,11,272,272,0
2022,3,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,287,35,28,7,622,621,1
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,21,48,26,22,246,246,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,116,16,8,8,280,277,3
2022,3,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,995,2854,1281,1573,12402,12350,52
2022,3,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,16,2001,1293,708,5364,5358,6
2022,3,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2593,645,289,356,5793,5769,24
2022,3,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,156,3283,1759,1524,11537,11515,22
2022,3,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,176,314,168,146,1624,1623,1
2022,3,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,1,130,108,22,377,377,0
2022,3,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1242,193,109,84,2842,2837,5
2022,3,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,8,150,89,61,451,450,1
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,97,190,85,105,885,884,1
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,644,119,76,43,1404,1402,2
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,8,272,202,70,700,699,1
2022,3,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,34,73,44,29,392,390,2
2022,3,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,221,46,22,24,521,521,0
2022,3,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,26,19,7,79,79,0
2022,3,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,54,99,62,37,440,439,1
2022,3,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,811,101,64,37,1917,1915,2
2022,3,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,60,163,90,73,617,617,0
2022,3,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,233,50,26,24,515,512,3
2022,3,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,11,4,7,61,61,0
2022,3,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,97,194,121,73,970,970,0
2022,3,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1066,206,120,86,2357,2357,0
2022,3,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,7,116,64,52,473,473,0
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,369,891,466,425,4111,4086,25
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,8,876,603,273,2221,2216,5
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2097,364,219,145,4755,4744,11
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,82,2117,1565,552,6738,6716,22
2022,3,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,25,48,21,27,198,197,1
2022,3,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,336,49,28,21,801,801,0
2022,3,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,316,1133,678,455,5203,5200,3
2022,3,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,16,2030,1723,307,5381,5378,3
2022,3,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,328,112,67,45,757,756,1
2022,3,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,125,2667,1771,896,9853,9792,61
2022,3,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,29,124,92,32,539,539,0
2022,3,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,41,12,10,2,83,83,0
2022,3,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,7,120,72,48,445,441,4
2022,3,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,33,111,70,41,522,520,2
2022,3,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,45,10,9,1,99,98,1
2022,3,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,13,245,176,69,1009,1007,2
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,23,67,32,35,360,360,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,226,224,2,170,170,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,33,8,5,3,83,83,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,3,78,51,27,226,226,0
2022,3,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,1312,2025,966,1059,21835,21774,61
2022,3,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,38,4875,3416,1459,11863,11850,13
2022,3,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,1620,367,179,188,3973,3948,25
2022,3,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,434,4473,2373,2100,33513,33451,62
2022,3,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,155,370,203,167,2553,2550,3
2022,3,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,8,764,647,117,2694,2693,1
2022,3,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,266,70,43,27,701,700,1
2022,3,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,49,817,500,317,3514,3514,0
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,103,241,155,86,1407,1404,3
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,6,910,616,294,2014,2012,2
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,165,41,27,14,392,390,2
2022,3,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,43,1041,787,254,3778,3777,1
2022,3,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,27,109,68,41,363,363,0
2022,3,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,348,329,19,524,524,0
2022,3,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,52,20,9,11,108,108,0
2022,3,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,8,178,116,62,652,652,0
2022,3,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,80,260,167,93,1195,1192,3
2022,3,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,415,411,4,349,349,0
2022,3,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,128,27,20,7,318,318,0
2022,3,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,28,529,336,193,1788,1788,0
2022,3,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,49,62,38,24,631,631,0
2022,3,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,253,253,0,166,166,0
2022,3,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,135,25,13,12,354,354,0
2022,3,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,10,203,136,67,950,950,0
2022,3,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,174,459,304,155,2554,2550,4
2022,3,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,6,872,779,93,1643,1641,2
2022,3,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,270,84,47,37,654,650,4
2022,3,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,44,909,581,328,3371,3371,0
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,266,771,428,343,3870,3858,12
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,15,2860,1967,893,5963,5957,6
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,470,153,90,63,1097,1090,7
2022,3,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,96,2022,1288,734,7447,7437,10
2022,3,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,44,130,70,60,652,652,0
2022,3,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,337,321,16,395,395,0
2022,3,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,67,11,6,5,182,182,0
2022,3,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,22,407,245,162,1730,1726,4
2022,3,المنطقة الشرقية,صنع منتجات المطاط واللدائن,صغيرة,57,208,137,71,875,874,1
2022,3,المنطقة الشرقية,صنع منتجات المطاط واللدائن,كبيرة,4,480,429,51,1048,1048,0
2022,3,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متناهية الصغر,47,28,19,9,82,82,0
2022,3,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متوسطة,36,991,728,263,2597,2593,4
2022,3,منطقة الباحة,صنع منتجات المطاط واللدائن,متناهية الصغر,1,0,0,0,1,1,0
2022,3,منطقة الجوف,صنع منتجات المطاط واللدائن,صغيرة,2,9,7,2,32,32,0
2022,3,منطقة الجوف,صنع منتجات المطاط واللدائن,كبيرة,1,125,90,35,363,363,0
2022,3,منطقة الجوف,صنع منتجات المطاط واللدائن,متناهية الصغر,12,0,0,0,30,30,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,صغيرة,1,3,1,2,6,6,0
2022,3,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,متوسطة,1,22,3,19,106,106,0
2022,3,منطقة الرياض,صنع منتجات المطاط واللدائن,صغيرة,129,624,282,342,2469,2457,12
2022,3,منطقة الرياض,صنع منتجات المطاط واللدائن,كبيرة,11,1036,560,476,3343,3337,6
2022,3,منطقة الرياض,صنع منتجات المطاط واللدائن,متناهية الصغر,186,79,41,38,429,419,10
2022,3,منطقة الرياض,صنع منتجات المطاط واللدائن,متوسطة,84,2103,1116,987,7117,7106,11
2022,3,منطقة القصيم,صنع منتجات المطاط واللدائن,صغيرة,5,27,12,15,84,84,0
2022,3,منطقة القصيم,صنع منتجات المطاط واللدائن,متناهية الصغر,13,7,2,5,19,19,0
2022,3,منطقة القصيم,صنع منتجات المطاط واللدائن,متوسطة,7,179,116,63,549,548,1
2022,3,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,صغيرة,22,110,56,54,430,430,0
2022,3,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,كبيرة,1,132,69,63,339,339,0
2022,3,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متناهية الصغر,21,16,8,8,25,25,0
2022,3,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متوسطة,8,233,148,85,690,685,5
2022,3,منطقة تبوك,صنع منتجات المطاط واللدائن,صغيرة,7,21,13,8,96,96,0
2022,3,منطقة تبوك,صنع منتجات المطاط واللدائن,متناهية الصغر,4,2,0,2,14,14,0
2022,3,منطقة تبوك,صنع منتجات المطاط واللدائن,متوسطة,1,18,10,8,79,79,0
2022,3,منطقة جازان,صنع منتجات المطاط واللدائن,صغيرة,2,5,4,1,15,15,0
2022,3,منطقة جازان,صنع منتجات المطاط واللدائن,متناهية الصغر,6,2,2,0,18,18,0
2022,3,منطقة حائل,صنع منتجات المطاط واللدائن,صغيرة,3,22,8,14,77,77,0
2022,3,منطقة حائل,صنع منتجات المطاط واللدائن,متناهية الصغر,7,1,1,0,11,11,0
2022,3,منطقة حائل,صنع منتجات المطاط واللدائن,متوسطة,2,94,76,18,149,149,0
2022,3,منطقة عسير,صنع منتجات المطاط واللدائن,صغيرة,5,10,6,4,59,59,0
2022,3,منطقة عسير,صنع منتجات المطاط واللدائن,متناهية الصغر,25,8,5,3,49,49,0
2022,3,منطقة عسير,صنع منتجات المطاط واللدائن,متوسطة,4,65,38,27,238,238,0
2022,3,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,صغيرة,82,397,210,187,1531,1520,11
2022,3,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,كبيرة,11,1223,903,320,2971,2955,16
2022,3,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متناهية الصغر,67,32,24,8,138,137,1
2022,3,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متوسطة,35,911,509,402,3127,3123,4
2022,3,منطقة نجران,صنع منتجات المطاط واللدائن,صغيرة,3,20,11,9,70,70,0
2022,3,منطقة نجران,صنع منتجات المطاط واللدائن,متناهية الصغر,10,3,0,3,25,25,0
2022,3,منطقة نجران,صنع منتجات المطاط واللدائن,متوسطة,3,60,23,37,247,247,0
2022,3,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,29,156,100,56,534,534,0
2022,3,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,7,3546,3495,51,1609,1608,1
2022,3,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,12,13,7,6,13,13,0
2022,3,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,8,533,516,17,644,644,0
2022,3,منطقة الجوف,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,1,0,1,2,2,0
2022,3,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,33,173,109,64,387,384,3
2022,3,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,38,32,19,13,56,55,1
2022,3,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,6,208,147,61,426,425,1
2022,3,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,4,25,22,3,80,80,0
2022,3,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,4,2,2,0,9,9,0
2022,3,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,2,11,11,0,30,30,0
2022,3,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,2032,1973,59,510,510,0
2022,3,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,5,5,4,1,9,9,0
2022,3,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,4,201,196,5,473,473,0
2022,3,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,1,221,216,5,46,41,5
2022,3,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,2,0,0,0,3,3,0
2022,3,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,5,2,3,18,18,0
2022,3,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,1,17,9,8,48,48,0
2022,3,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,18,81,50,31,275,273,2
2022,3,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,3,2732,2652,80,1326,1313,13
2022,3,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,19,10,9,1,29,29,0
2022,3,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,3,125,122,3,90,90,0
2022,3,المنطقة الشرقية,صُنع الورق ومنتجات الورق,صغيرة,48,257,136,121,949,947,2
2022,3,المنطقة الشرقية,صُنع الورق ومنتجات الورق,كبيرة,6,649,515,134,1559,1555,4
2022,3,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متناهية الصغر,49,28,14,14,113,112,1
2022,3,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متوسطة,20,568,402,166,1586,1584,2
2022,3,منطقة الجوف,صُنع الورق ومنتجات الورق,صغيرة,1,2,2,0,10,10,0
2022,3,منطقة الجوف,صُنع الورق ومنتجات الورق,متناهية الصغر,2,0,0,0,7,7,0
2022,3,منطقة الحدود الشمالية,صُنع الورق ومنتجات الورق,صغيرة,2,2,1,1,17,17,0
