السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث)
2022,1,منطقة المدينة المنورة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,101,64,41,23,154,153,1
2022,1,منطقة المدينة المنورة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,1,8,4,4,47,46,1
2022,1,منطقة تبوك,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,5,22,13,9,35,35,0
2022,1,منطقة تبوك,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,24,11,7,4,45,44,1
2022,1,منطقة جازان,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,1,6,3,3,8,8,0
2022,1,منطقة جازان,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,21,14,7,7,31,31,0
2022,1,منطقة حائل,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,6,24,6,18,69,69,0
2022,1,منطقة حائل,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,16,11,7,4,28,28,0
2022,1,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,5,20,9,11,41,41,0
2022,1,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,33,23,16,7,43,43,0
2022,1,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,184,667,416,251,1558,1534,24
2022,1,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,كبيرة,1,3141,2862,279,790,790,0
2022,1,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,496,352,214,138,814,793,21
2022,1,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,17,790,518,272,1036,1029,7
2022,1,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,3,8,2,6,31,31,0
2022,1,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,8,8,5,3,18,18,0
2022,1,المنطقة الشرقية,صيد الأسماك وتربية المائيات,صغيرة,131,141,57,84,1395,1393,2
2022,1,المنطقة الشرقية,صيد الأسماك وتربية المائيات,متناهية الصغر,275,52,33,19,686,686,0
2022,1,المنطقة الشرقية,صيد الأسماك وتربية المائيات,متوسطة,1,7,3,4,57,57,0
2022,1,منطقة الباحة,صيد الأسماك وتربية المائيات,صغيرة,1,1,1,0,5,5,0
2022,1,منطقة الباحة,صيد الأسماك وتربية المائيات,متناهية الصغر,12,0,0,0,22,22,0
2022,1,منطقة الجوف,صيد الأسماك وتربية المائيات,متناهية الصغر,39,3,1,2,55,55,0
2022,1,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,متناهية الصغر,11,1,1,0,23,23,0
2022,1,منطقة الرياض,صيد الأسماك وتربية المائيات,صغيرة,17,28,17,11,135,135,0
2022,1,منطقة الرياض,صيد الأسماك وتربية المائيات,متناهية الصغر,4309,524,260,264,7828,7775,53
2022,1,منطقة القصيم,صيد الأسماك وتربية المائيات,صغيرة,2,7,0,7,15,15,0
2022,1,منطقة القصيم,صيد الأسماك وتربية المائيات,متناهية الصغر,97,15,10,5,192,192,0
2022,1,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,صغيرة,10,4,0,4,81,81,0
2022,1,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,متناهية الصغر,100,5,2,3,190,185,5
2022,1,منطقة تبوك,صيد الأسماك وتربية المائيات,صغيرة,3,4,2,2,31,31,0
2022,1,منطقة تبوك,صيد الأسماك وتربية المائيات,متناهية الصغر,41,4,2,2,61,60,1
2022,1,منطقة جازان,صيد الأسماك وتربية المائيات,صغيرة,52,136,96,40,601,600,1
2022,1,منطقة جازان,صيد الأسماك وتربية المائيات,كبيرة,1,78,72,6,233,233,0
2022,1,منطقة جازان,صيد الأسماك وتربية المائيات,متناهية الصغر,142,19,10,9,311,311,0
2022,1,منطقة جازان,صيد الأسماك وتربية المائيات,متوسطة,1,30,11,19,196,196,0
2022,1,منطقة حائل,صيد الأسماك وتربية المائيات,صغيرة,2,3,2,1,10,10,0
2022,1,منطقة حائل,صيد الأسماك وتربية المائيات,متناهية الصغر,168,20,12,8,339,337,2
2022,1,منطقة عسير,صيد الأسماك وتربية المائيات,صغيرة,7,3,2,1,59,59,0
2022,1,منطقة عسير,صيد الأسماك وتربية المائيات,متناهية الصغر,121,11,3,8,247,247,0
2022,1,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,صغيرة,35,35,18,17,395,393,2
2022,1,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,كبيرة,1,605,511,94,2476,2471,5
2022,1,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متناهية الصغر,530,60,27,33,962,920,42
2022,1,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متوسطة,1,1,1,0,67,67,0
2022,1,منطقة نجران,صيد الأسماك وتربية المائيات,صغيرة,1,0,0,0,8,8,0
2022,1,منطقة نجران,صيد الأسماك وتربية المائيات,متناهية الصغر,176,18,5,13,311,310,1
2022,1,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,567,1763,1101,662,6818,6810,8
2022,1,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,20,6818,6540,278,7312,7304,8
2022,1,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1273,420,237,183,2586,2582,4
2022,1,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,94,2486,1956,530,7567,7560,7
2022,1,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,22,20,14,6,202,202,0
2022,1,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,226,57,35,22,451,451,0
2022,1,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,18,17,1,61,61,0
2022,1,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,30,39,32,7,327,327,0
2022,1,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,219,29,24,5,468,467,1
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,14,25,15,10,144,144,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,87,19,12,7,202,198,4
2022,1,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,861,2588,1152,1436,10922,10864,58
2022,1,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,16,2714,1711,1003,5750,5741,9
2022,1,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2126,599,277,322,4681,4664,17
2022,1,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,122,2690,1530,1160,9468,9438,30
2022,1,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,162,328,188,140,1743,1743,0
2022,1,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,1,119,97,22,360,360,0
2022,1,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1026,191,118,73,2443,2436,7
2022,1,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,5,43,31,12,275,275,0
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,76,168,102,66,819,816,3
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,509,109,65,44,1130,1129,1
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,6,144,115,29,544,544,0
2022,1,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,38,70,31,39,366,364,2
2022,1,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,185,44,28,16,389,389,0
2022,1,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,16,15,1,75,75,0
2022,1,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,51,76,53,23,386,385,1
2022,1,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,676,83,54,29,1609,1606,3
2022,1,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,45,125,74,51,496,496,0
2022,1,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,201,41,24,17,428,424,4
2022,1,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,2,27,8,19,117,117,0
2022,1,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,78,184,113,71,866,865,1
2022,1,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,809,157,88,69,1817,1816,1
2022,1,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,5,63,41,22,321,321,0
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,341,861,436,425,4057,4038,19
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,8,914,612,302,2765,2760,5
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1750,334,192,142,3958,3945,13
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,75,2086,1573,513,6078,6069,9
2022,1,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,19,26,10,16,204,204,0
2022,1,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,280,33,18,15,692,690,2
2022,1,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,0,0,0,58,58,0
2022,1,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,232,875,551,324,3398,3396,2
2022,1,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,14,2321,1968,353,5040,5038,2
2022,1,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,342,143,79,64,692,691,1
2022,1,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,88,1953,1410,543,6756,6753,3
2022,1,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,18,58,41,17,253,252,1
2022,1,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,44,8,7,1,89,89,0
2022,1,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,4,69,51,18,297,296,1
2022,1,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,25,104,79,25,326,326,0
2022,1,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,53,16,13,3,107,106,1
2022,1,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,6,122,100,22,471,471,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,20,53,25,28,221,221,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,243,241,2,239,239,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,31,13,8,5,59,59,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,1,34,16,18,85,85,0
2022,1,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,847,1768,849,919,12216,12183,33
2022,1,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,29,4559,3574,985,11707,11695,12
2022,1,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,1498,410,208,202,3292,3284,8
2022,1,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,140,3082,1757,1325,11218,11193,25
2022,1,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,97,225,127,98,1306,1303,3
2022,1,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,5,825,669,156,2860,2860,0
2022,1,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,216,54,30,24,489,488,1
2022,1,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,27,556,368,188,2067,2066,1
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,70,216,142,74,788,787,1
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,4,687,538,149,1218,1216,2
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,156,55,32,23,321,320,1
2022,1,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,27,789,607,182,2120,2119,1
2022,1,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,26,133,84,49,290,290,0
2022,1,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,335,315,20,565,563,2
2022,1,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,50,14,9,5,90,90,0
2022,1,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,2,25,15,10,82,82,0
2022,1,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,48,225,132,93,698,697,1
2022,1,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,347,347,0,159,159,0
2022,1,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,126,51,37,14,278,277,1
2022,1,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,17,373,254,119,1257,1257,0
2022,1,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,39,57,39,18,437,435,2
2022,1,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,257,257,0,170,170,0
2022,1,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,128,26,14,12,293,292,1
2022,1,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,6,122,88,34,414,414,0
2022,1,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,112,373,238,135,1458,1458,0
2022,1,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,6,969,898,71,2107,2107,0
2022,1,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,230,76,48,28,477,474,3
2022,1,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,29,597,413,184,2234,2233,1
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,184,721,391,330,2658,2650,8
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,17,2865,2030,835,6857,6853,4
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,402,142,74,68,849,846,3
2022,1,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,49,1039,660,379,3784,3779,5
2022,1,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,34,135,77,58,579,566,13
2022,1,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,346,329,17,389,389,0
2022,1,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,71,19,12,7,171,170,1
2022,1,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,11,291,194,97,1014,1006,8
2022,1,المنطقة الشرقية,صنع منتجات المطاط واللدائن,صغيرة,39,160,105,55,666,666,0
2022,1,المنطقة الشرقية,صنع منتجات المطاط واللدائن,كبيرة,6,690,560,130,1704,1704,0
2022,1,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متناهية الصغر,39,13,7,6,86,86,0
2022,1,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متوسطة,31,868,652,216,2234,2232,2
2022,1,منطقة الباحة,صنع منتجات المطاط واللدائن,صغيرة,1,3,2,1,21,21,0
2022,1,منطقة الباحة,صنع منتجات المطاط واللدائن,متناهية الصغر,2,1,0,1,1,1,0
2022,1,منطقة الجوف,صنع منتجات المطاط واللدائن,صغيرة,2,11,7,4,40,40,0
2022,1,منطقة الجوف,صنع منتجات المطاط واللدائن,كبيرة,1,121,82,39,354,353,1
2022,1,منطقة الجوف,صنع منتجات المطاط واللدائن,متناهية الصغر,8,0,0,0,17,17,0
2022,1,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,صغيرة,2,3,1,2,17,17,0
2022,1,منطقة الرياض,صنع منتجات المطاط واللدائن,صغيرة,115,522,233,289,2030,2028,2
2022,1,منطقة الرياض,صنع منتجات المطاط واللدائن,كبيرة,11,950,573,377,3120,3115,5
2022,1,منطقة الرياض,صنع منتجات المطاط واللدائن,متناهية الصغر,168,57,23,34,346,345,1
2022,1,منطقة الرياض,صنع منتجات المطاط واللدائن,متوسطة,62,1608,862,746,5033,5023,10
2022,1,منطقة القصيم,صنع منتجات المطاط واللدائن,صغيرة,5,41,23,18,78,78,0
2022,1,منطقة القصيم,صنع منتجات المطاط واللدائن,متناهية الصغر,7,0,0,0,16,16,0
2022,1,منطقة القصيم,صنع منتجات المطاط واللدائن,متوسطة,5,158,94,64,424,423,1
2022,1,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,صغيرة,18,79,38,41,318,317,1
2022,1,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,كبيرة,1,139,73,66,347,347,0
2022,1,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متناهية الصغر,19,19,12,7,29,29,0
2022,1,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متوسطة,7,229,167,62,593,587,6
2022,1,منطقة تبوك,صنع منتجات المطاط واللدائن,صغيرة,5,20,12,8,72,72,0
2022,1,منطقة تبوك,صنع منتجات المطاط واللدائن,متناهية الصغر,7,5,0,5,16,16,0
2022,1,منطقة جازان,صنع منتجات المطاط واللدائن,صغيرة,3,7,6,1,44,44,0
2022,1,منطقة جازان,صنع منتجات المطاط واللدائن,متناهية الصغر,2,0,0,0,7,7,0
2022,1,منطقة حائل,صنع منتجات المطاط واللدائن,صغيرة,3,17,6,11,45,45,0
2022,1,منطقة حائل,صنع منتجات المطاط واللدائن,متناهية الصغر,4,1,1,0,10,10,0
2022,1,منطقة حائل,صنع منتجات المطاط واللدائن,متوسطة,3,108,84,24,180,180,0
2022,1,منطقة عسير,صنع منتجات المطاط واللدائن,صغيرة,8,18,14,4,100,100,0
2022,1,منطقة عسير,صنع منتجات المطاط واللدائن,متناهية الصغر,19,4,3,1,40,40,0
2022,1,منطقة عسير,صنع منتجات المطاط واللدائن,متوسطة,2,50,21,29,159,159,0
2022,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,صغيرة,70,351,195,156,1212,1197,15
2022,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,كبيرة,8,1043,792,251,2594,2577,17
2022,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متناهية الصغر,76,41,28,13,129,128,1
2022,1,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متوسطة,35,1005,578,427,3033,3028,5
2022,1,منطقة نجران,صنع منتجات المطاط واللدائن,صغيرة,3,20,14,6,66,66,0
2022,1,منطقة نجران,صنع منتجات المطاط واللدائن,متناهية الصغر,10,5,1,4,29,29,0
2022,1,منطقة نجران,صنع منتجات المطاط واللدائن,متوسطة,1,40,16,24,56,56,0
2022,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,22,166,147,19,310,309,1
2022,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,6,2927,2883,44,1387,1386,1
2022,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,13,12,9,3,23,23,0
2022,1,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,8,463,435,28,671,671,0
2022,1,منطقة الجوف,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,0,0,0,3,3,0
2022,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,29,143,90,53,372,369,3
2022,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,44,34,21,13,72,71,1
2022,1,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,2,116,88,28,163,162,1
2022,1,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,3,19,18,1,45,45,0
2022,1,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,1,1,0,3,3,0
2022,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,8,8,0,23,23,0
2022,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,1937,1879,58,781,781,0
2022,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,5,2,2,0,8,8,0
2022,1,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,3,272,272,0,155,155,0
2022,1,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,1,103,101,2,34,29,5
2022,1,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,7,4,3,12,12,0
2022,1,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,2,1,1,1,1,0
2022,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,16,94,70,24,206,204,2
2022,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,2,2834,2748,86,1545,1533,12
2022,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,15,8,5,3,23,23,0
2022,1,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,3,21,15,6,160,160,0
2022,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,صغيرة,40,233,126,107,679,677,2
2022,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,كبيرة,5,547,414,133,1379,1377,2
2022,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متناهية الصغر,47,25,15,10,103,102,1
2022,1,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متوسطة,15,517,363,154,1392,1390,2
2022,1,منطقة الباحة,صُنع الورق ومنتجات الورق,متناهية الصغر,1,1,1,0,4,4,0
2022,1,منطقة الجوف,صُنع الورق ومنتجات الورق,صغيرة,1,3,2,1,12,12,0
