السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث)
2022,2,منطقة الجوف,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,70,9,6,3,143,143,0
2022,2,منطقة الحدود الشمالية,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,3,4,3,1,15,15,0
2022,2,منطقة الحدود الشمالية,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,46,7,3,4,98,98,0
2022,2,منطقة الرياض,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,269,643,256,387,3159,3143,16
2022,2,منطقة الرياض,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,809,254,112,142,1833,1826,7
2022,2,منطقة الرياض,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متوسطة,24,589,229,360,1910,1838,72
2022,2,منطقة القصيم,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,30,57,30,27,359,355,4
2022,2,منطقة القصيم,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,كبيرة,1,63,44,19,199,199,0
2022,2,منطقة القصيم,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,234,55,25,30,578,574,4
2022,2,منطقة المدينة المنورة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,26,38,22,16,195,195,0
2022,2,منطقة المدينة المنورة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,144,41,23,18,334,334,0
2022,2,منطقة المدينة المنورة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متوسطة,2,21,16,5,84,84,0
2022,2,منطقة تبوك,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,14,15,9,6,82,82,0
2022,2,منطقة تبوك,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,76,8,2,6,177,177,0
2022,2,منطقة جازان,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,17,28,14,14,136,135,1
2022,2,منطقة جازان,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,177,34,22,12,431,431,0
2022,2,منطقة جازان,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متوسطة,1,21,2,19,68,68,0
2022,2,منطقة حائل,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,10,27,9,18,126,126,0
2022,2,منطقة حائل,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,53,15,8,7,117,117,0
2022,2,منطقة عسير,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,42,69,49,20,386,386,0
2022,2,منطقة عسير,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,264,69,35,34,615,614,1
2022,2,منطقة عسير,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متوسطة,1,11,5,6,47,47,0
2022,2,منطقة مكة المكرمة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,109,247,102,145,1144,1142,2
2022,2,منطقة مكة المكرمة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,كبيرة,2,228,197,31,764,764,0
2022,2,منطقة مكة المكرمة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,628,134,74,60,1428,1419,9
2022,2,منطقة مكة المكرمة,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متوسطة,13,271,162,109,970,962,8
2022,2,منطقة نجران,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,صغيرة,5,5,3,2,35,35,0
2022,2,منطقة نجران,صُنع الخشب ومنتجات الخشب والفلين ، باستثناء الأثاث ، صُنع أصناف من القش ومواد الضفر,متناهية الصغر,80,8,3,5,178,178,0
2022,2,المنطقة الشرقية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,23,120,87,33,239,239,0
2022,2,المنطقة الشرقية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,73,34,24,10,140,137,3
2022,2,المنطقة الشرقية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متوسطة,4,120,92,28,277,276,1
2022,2,منطقة الباحة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,1,3,3,0,4,4,0
2022,2,منطقة الباحة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,8,7,7,0,16,16,0
2022,2,منطقة الجوف,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,4,1,0,1,13,13,0
2022,2,منطقة الحدود الشمالية,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,5,0,0,0,9,9,0
2022,2,منطقة الرياض,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,24,89,55,34,333,333,0
2022,2,منطقة الرياض,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,78,25,15,10,144,144,0
2022,2,منطقة الرياض,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متوسطة,2,11,3,8,90,86,4
2022,2,منطقة القصيم,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,12,3,3,0,22,22,0
2022,2,منطقة المدينة المنورة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,4,8,5,3,37,37,0
2022,2,منطقة المدينة المنورة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,22,5,3,2,50,50,0
2022,2,منطقة تبوك,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,3,9,4,5,13,13,0
2022,2,منطقة تبوك,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,15,1,0,1,28,28,0
2022,2,منطقة جازان,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,4,6,5,1,45,45,0
2022,2,منطقة جازان,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,29,2,2,0,75,75,0
2022,2,منطقة حائل,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,1,1,0,1,7,7,0
2022,2,منطقة حائل,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,14,0,0,0,35,33,2
2022,2,منطقة عسير,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,4,4,3,1,24,24,0
2022,2,منطقة عسير,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,53,3,3,0,105,105,0
2022,2,منطقة مكة المكرمة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,صغيرة,26,63,44,19,220,205,15
2022,2,منطقة مكة المكرمة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,160,49,30,19,307,306,1
2022,2,منطقة مكة المكرمة,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متوسطة,2,58,43,15,75,72,3
2022,2,منطقة نجران,صنع الحواسيب والمنتجات الإلكترونية والبصرية,متناهية الصغر,9,2,0,2,21,21,0
2022,2,المنطقة الشرقية,صنع الأثاث,صغيرة,156,439,232,207,1924,1916,8
2022,2,المنطقة الشرقية,صنع الأثاث,كبيرة,3,236,147,89,798,796,2
2022,2,المنطقة الشرقية,صنع الأثاث,متناهية الصغر,533,143,68,75,1179,1178,1
2022,2,المنطقة الشرقية,صنع الأثاث,متوسطة,26,548,361,187,2093,2091,2
2022,2,منطقة الباحة,صنع الأثاث,صغيرة,9,15,13,2,66,66,0
2022,2,منطقة الباحة,صنع الأثاث,متناهية الصغر,75,14,8,6,163,163,0
2022,2,منطقة الجوف,صنع الأثاث,صغيرة,10,17,11,6,81,80,1
2022,2,منطقة الجوف,صنع الأثاث,متناهية الصغر,112,19,10,9,244,243,1
2022,2,منطقة الحدود الشمالية,صنع الأثاث,صغيرة,5,5,5,0,31,31,0
2022,2,منطقة الحدود الشمالية,صنع الأثاث,متناهية الصغر,82,19,10,9,216,216,0
2022,2,منطقة الرياض,صنع الأثاث,صغيرة,463,999,413,586,5831,5803,28
2022,2,منطقة الرياض,صنع الأثاث,كبيرة,11,800,395,405,3257,3250,7
2022,2,منطقة الرياض,صنع الأثاث,متناهية الصغر,1269,287,141,146,3018,3008,10
2022,2,منطقة الرياض,صنع الأثاث,متوسطة,67,1296,598,698,4970,4949,21
2022,2,منطقة القصيم,صنع الأثاث,صغيرة,49,103,60,43,701,698,3
2022,2,منطقة القصيم,صنع الأثاث,كبيرة,1,73,23,50,334,334,0
2022,2,منطقة القصيم,صنع الأثاث,متناهية الصغر,222,52,34,18,515,512,3
2022,2,منطقة القصيم,صنع الأثاث,متوسطة,7,109,78,31,475,475,0
2022,2,منطقة المدينة المنورة,صنع الأثاث,صغيرة,35,48,28,20,341,340,1
2022,2,منطقة المدينة المنورة,صنع الأثاث,متناهية الصغر,238,54,34,20,527,524,3
2022,2,منطقة المدينة المنورة,صنع الأثاث,متوسطة,1,14,10,4,67,67,0
2022,2,منطقة تبوك,صنع الأثاث,صغيرة,18,21,6,15,168,168,0
2022,2,منطقة تبوك,صنع الأثاث,متناهية الصغر,186,29,16,13,466,466,0
2022,2,منطقة جازان,صنع الأثاث,صغيرة,16,17,10,7,145,145,0
2022,2,منطقة جازان,صنع الأثاث,متناهية الصغر,313,43,20,23,822,820,2
2022,2,منطقة حائل,صنع الأثاث,صغيرة,22,26,17,9,205,204,1
2022,2,منطقة حائل,صنع الأثاث,متناهية الصغر,150,25,15,10,359,359,0
2022,2,منطقة حائل,صنع الأثاث,متوسطة,1,19,14,5,69,69,0
2022,2,منطقة عسير,صنع الأثاث,صغيرة,69,109,78,31,688,685,3
2022,2,منطقة عسير,صنع الأثاث,متناهية الصغر,469,95,58,37,1080,1080,0
2022,2,منطقة عسير,صنع الأثاث,متوسطة,1,14,8,6,40,40,0
2022,2,منطقة مكة المكرمة,صنع الأثاث,صغيرة,136,268,139,129,1528,1509,19
2022,2,منطقة مكة المكرمة,صنع الأثاث,كبيرة,1,79,56,23,280,279,1
2022,2,منطقة مكة المكرمة,صنع الأثاث,متناهية الصغر,667,143,76,67,1518,1508,10
2022,2,منطقة مكة المكرمة,صنع الأثاث,متوسطة,21,561,254,307,2029,2024,5
2022,2,منطقة نجران,صنع الأثاث,صغيرة,25,24,7,17,242,242,0
2022,2,منطقة نجران,صنع الأثاث,متناهية الصغر,106,22,7,15,258,258,0
2022,2,منطقة نجران,صنع الأثاث,متوسطة,2,12,10,2,164,164,0
2022,2,المنطقة الشرقية,صناعة معدات النقل الأخرى,صغيرة,8,43,27,16,120,120,0
2022,2,المنطقة الشرقية,صناعة معدات النقل الأخرى,كبيرة,2,2164,2131,33,755,754,1
2022,2,المنطقة الشرقية,صناعة معدات النقل الأخرى,متناهية الصغر,13,7,6,1,22,22,0
2022,2,المنطقة الشرقية,صناعة معدات النقل الأخرى,متوسطة,2,137,132,5,274,274,0
2022,2,منطقة الباحة,صناعة معدات النقل الأخرى,متناهية الصغر,1,0,0,0,1,1,0
2022,2,منطقة الجوف,صناعة معدات النقل الأخرى,صغيرة,1,0,0,0,40,40,0
2022,2,منطقة الجوف,صناعة معدات النقل الأخرى,متناهية الصغر,2,0,0,0,6,6,0
2022,2,منطقة الحدود الشمالية,صناعة معدات النقل الأخرى,متناهية الصغر,2,0,0,0,6,6,0
2022,2,منطقة الرياض,صناعة معدات النقل الأخرى,صغيرة,17,77,59,18,197,196,1
2022,2,منطقة الرياض,صناعة معدات النقل الأخرى,كبيرة,1,1313,1286,27,639,639,0
2022,2,منطقة الرياض,صناعة معدات النقل الأخرى,متناهية الصغر,75,29,16,13,178,178,0
2022,2,منطقة الرياض,صناعة معدات النقل الأخرى,متوسطة,6,451,372,79,486,486,0
2022,2,منطقة القصيم,صناعة معدات النقل الأخرى,متناهية الصغر,4,0,0,0,6,5,1
2022,2,منطقة المدينة المنورة,صناعة معدات النقل الأخرى,صغيرة,1,0,0,0,12,12,0
2022,2,منطقة المدينة المنورة,صناعة معدات النقل الأخرى,متناهية الصغر,6,1,0,1,9,9,0
2022,2,منطقة تبوك,صناعة معدات النقل الأخرى,صغيرة,1,1,0,1,5,5,0
2022,2,منطقة جازان,صناعة معدات النقل الأخرى,صغيرة,2,6,5,1,28,28,0
2022,2,منطقة جازان,صناعة معدات النقل الأخرى,متناهية الصغر,6,0,0,0,16,16,0
2022,2,منطقة حائل,صناعة معدات النقل الأخرى,متناهية الصغر,1,0,0,0,3,3,0
2022,2,منطقة عسير,صناعة معدات النقل الأخرى,صغيرة,1,0,0,0,10,10,0
2022,2,منطقة عسير,صناعة معدات النقل الأخرى,متناهية الصغر,4,0,0,0,10,10,0
2022,2,منطقة مكة المكرمة,صناعة معدات النقل الأخرى,صغيرة,6,14,8,6,67,66,1
2022,2,منطقة مكة المكرمة,صناعة معدات النقل الأخرى,متناهية الصغر,33,10,6,4,62,61,1
2022,2,منطقة مكة المكرمة,صناعة معدات النقل الأخرى,متوسطة,2,32,26,6,92,92,0
2022,2,منطقة نجران,صناعة معدات النقل الأخرى,صغيرة,2,1,0,1,17,17,0
2022,2,منطقة نجران,صناعة معدات النقل الأخرى,متناهية الصغر,5,0,0,0,11,9,2
2022,2,المنطقة الشرقية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,23,137,91,46,362,362,0
2022,2,المنطقة الشرقية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,كبيرة,2,334,331,3,462,462,0
2022,2,المنطقة الشرقية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,38,6,2,4,87,87,0
2022,2,المنطقة الشرقية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متوسطة,12,417,349,68,940,939,1
2022,2,منطقة الجوف,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,2,2,0,8,8,0
2022,2,منطقة الجوف,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,9,1,1,0,17,17,0
2022,2,منطقة الحدود الشمالية,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,1,0,0,0,2,2,0
2022,2,منطقة الرياض,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,31,131,70,61,531,531,0
2022,2,منطقة الرياض,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,كبيرة,2,92,37,55,1629,1622,7
2022,2,منطقة الرياض,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,61,19,10,9,126,125,1
2022,2,منطقة الرياض,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متوسطة,11,168,83,85,625,617,8
2022,2,منطقة القصيم,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,4,10,6,4,48,48,0
2022,2,منطقة القصيم,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,كبيرة,1,104,85,19,262,262,0
2022,2,منطقة القصيم,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,14,8,3,5,19,19,0
2022,2,منطقة المدينة المنورة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,3,3,0,16,16,0
2022,2,منطقة المدينة المنورة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,13,1,1,0,27,27,0
2022,2,منطقة تبوك,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,6,1,1,0,19,19,0
2022,2,منطقة تبوك,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متوسطة,1,41,21,20,179,179,0
2022,2,منطقة جازان,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,10,2,8,22,22,0
2022,2,منطقة جازان,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,18,1,1,0,51,51,0
2022,2,منطقة حائل,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,0,0,0,14,14,0
2022,2,منطقة حائل,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,9,2,2,0,23,23,0
2022,2,منطقة عسير,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,2,1,1,7,7,0
2022,2,منطقة عسير,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,12,4,4,0,27,27,0
2022,2,منطقة مكة المكرمة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,11,46,37,9,140,140,0
2022,2,منطقة مكة المكرمة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,39,7,4,3,100,100,0
2022,2,منطقة مكة المكرمة,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متوسطة,10,379,253,126,886,886,0
2022,2,منطقة نجران,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,صغيرة,1,0,0,0,7,7,0
2022,2,منطقة نجران,صناعة المركبات ذات المحركات والمركبات المقطورة ونصف المقطورة,متناهية الصغر,10,1,0,1,25,25,0
2022,2,المنطقة الشرقية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,67,481,396,85,908,906,2
2022,2,المنطقة الشرقية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,كبيرة,7,1484,1383,101,1993,1991,2
2022,2,المنطقة الشرقية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,71,47,35,12,127,125,2
2022,2,المنطقة الشرقية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,32,1422,1231,191,2269,2263,6
2022,2,منطقة الباحة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,3,3,2,1,8,8,0
2022,2,منطقة الجوف,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,3,0,0,0,3,3,0
2022,2,منطقة الحدود الشمالية,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,4,0,0,0,12,12,0
2022,2,منطقة الرياض,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,85,289,169,120,1325,1321,4
2022,2,منطقة الرياض,صناعة الآلات والمعدات غير المصنفة في موضع أخر,كبيرة,3,148,80,68,738,737,1
2022,2,منطقة الرياض,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,268,63,29,34,598,596,2
2022,2,منطقة الرياض,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,21,727,437,290,2100,2094,6
2022,2,منطقة القصيم,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,4,3,2,1,21,21,0
2022,2,منطقة القصيم,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,34,4,2,2,61,61,0
2022,2,منطقة القصيم,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,3,68,34,34,217,217,0
2022,2,منطقة المدينة المنورة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,7,27,22,5,117,117,0
2022,2,منطقة المدينة المنورة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,18,2,0,2,43,43,0
2022,2,منطقة المدينة المنورة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,2,30,24,6,106,106,0
2022,2,منطقة تبوك,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,5,0,0,0,16,16,0
2022,2,منطقة جازان,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,5,8,6,2,45,45,0
2022,2,منطقة جازان,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,21,3,2,1,48,48,0
2022,2,منطقة حائل,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,1,19,19,0,0,0,0
2022,2,منطقة حائل,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,12,3,1,2,29,29,0
2022,2,منطقة عسير,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,3,30,29,1,46,46,0
2022,2,منطقة عسير,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,15,5,3,2,37,37,0
2022,2,منطقة عسير,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,1,41,41,0,162,162,0
2022,2,منطقة مكة المكرمة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,39,136,69,67,580,579,1
2022,2,منطقة مكة المكرمة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,كبيرة,3,788,781,7,1644,1642,2
2022,2,منطقة مكة المكرمة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,79,29,17,12,157,157,0
2022,2,منطقة مكة المكرمة,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,11,310,230,80,880,879,1
2022,2,منطقة نجران,صناعة الآلات والمعدات غير المصنفة في موضع أخر,صغيرة,1,0,0,0,7,7,0
2022,2,منطقة نجران,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متناهية الصغر,9,1,1,0,20,20,0
2022,2,منطقة نجران,صناعة الآلات والمعدات غير المصنفة في موضع أخر,متوسطة,1,0,0,0,118,118,0
2022,2,المنطقة الشرقية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,49,294,208,86,537,536,1
2022,2,المنطقة الشرقية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,1,6347,6342,5,462,462,0
2022,2,المنطقة الشرقية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,56,23,13,10,85,85,0
2022,2,المنطقة الشرقية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,5,208,191,17,194,193,1
2022,2,منطقة الباحة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,2,2,2,0,4,4,0
2022,2,منطقة الجوف,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,1,0,0,0,6,6,0
2022,2,منطقة الجوف,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,6,1,1,0,9,9,0
2022,2,منطقة الحدود الشمالية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,1,1,0,1,5,5,0
2022,2,منطقة الحدود الشمالية,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,2,0,0,0,3,3,0
2022,2,منطقة الرياض,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,64,305,179,126,665,664,1
2022,2,منطقة الرياض,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,2,11228,10980,248,1574,1572,2
2022,2,منطقة الرياض,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,102,62,40,22,175,175,0
2022,2,منطقة الرياض,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,7,533,475,58,216,215,1
2022,2,منطقة القصيم,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,3,23,20,3,76,76,0
2022,2,منطقة القصيم,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,14,3,2,1,37,37,0
2022,2,منطقة المدينة المنورة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,3,33,32,1,25,25,0
2022,2,منطقة المدينة المنورة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,16,7,6,1,41,41,0
2022,2,منطقة تبوك,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,3,8,4,4,25,25,0
2022,2,منطقة تبوك,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,14,3,2,1,32,32,0
2022,2,منطقة جازان,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,5,19,10,9,88,88,0
2022,2,منطقة جازان,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,15,5,4,1,29,29,0
2022,2,منطقة حائل,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,2,2,0,2,13,13,0
2022,2,منطقة حائل,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,9,2,1,1,22,22,0
2022,2,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,7,43,36,7,42,42,0
2022,2,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,1,4657,4657,0,264,264,0
2022,2,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,19,3,3,0,36,36,0
2022,2,منطقة عسير,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,2,15,15,0,204,204,0
2022,2,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,34,197,135,62,467,466,1
2022,2,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,كبيرة,1,9445,9443,2,536,536,0
2022,2,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,59,24,14,10,104,104,0
2022,2,منطقة مكة المكرمة,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متوسطة,6,98,44,54,390,389,1
2022,2,منطقة نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,صغيرة,2,11,6,5,27,19,8
2022,2,منطقة نجران,توصيل الكهرباء والغاز والبخار وتكييف الهواء,متناهية الصغر,6,1,1,0,13,13,0
2022,2,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,صغيرة,3,23,19,4,8,8,0
2022,2,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,كبيرة,2,582,419,163,160,151,9
2022,2,المنطقة الشرقية,تمويل التأمين وإعادة التأمين وصناديق المعاشات التقاعدية باستثناء الضمان الاجتماعي الإلزامي,متناهية الصغر,1,3,1,2,1,1,0
