السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث)
2022,2,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,6,18,9,9,34,34,0
2022,2,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,41,29,20,9,61,61,0
2022,2,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,198,755,448,307,1560,1531,29
2022,2,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,كبيرة,2,3848,3161,687,1343,1343,0
2022,2,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,539,401,250,151,872,852,20
2022,2,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,16,779,495,284,778,772,6
2022,2,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,3,4,2,2,34,34,0
2022,2,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,10,5,4,1,20,20,0
2022,2,المنطقة الشرقية,صيد الأسماك وتربية المائيات,صغيرة,122,130,52,78,1339,1338,1
2022,2,المنطقة الشرقية,صيد الأسماك وتربية المائيات,متناهية الصغر,554,96,55,41,1349,1345,4
2022,2,المنطقة الشرقية,صيد الأسماك وتربية المائيات,متوسطة,1,7,3,4,57,57,0
2022,2,منطقة الباحة,صيد الأسماك وتربية المائيات,صغيرة,1,1,1,0,5,5,0
2022,2,منطقة الباحة,صيد الأسماك وتربية المائيات,متناهية الصغر,26,5,4,1,51,51,0
2022,2,منطقة الجوف,صيد الأسماك وتربية المائيات,متناهية الصغر,177,9,8,1,270,270,0
2022,2,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,متناهية الصغر,38,4,2,2,84,84,0
2022,2,منطقة الرياض,صيد الأسماك وتربية المائيات,صغيرة,103,123,71,52,750,750,0
2022,2,منطقة الرياض,صيد الأسماك وتربية المائيات,متناهية الصغر,18369,2550,1258,1292,41601,41375,226
2022,2,منطقة القصيم,صيد الأسماك وتربية المائيات,صغيرة,3,1,0,1,28,28,0
2022,2,منطقة القصيم,صيد الأسماك وتربية المائيات,متناهية الصغر,559,95,54,41,1252,1251,1
2022,2,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,صغيرة,10,3,1,2,80,80,0
2022,2,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,متناهية الصغر,272,35,16,19,499,475,24
2022,2,منطقة تبوك,صيد الأسماك وتربية المائيات,صغيرة,5,8,2,6,43,43,0
2022,2,منطقة تبوك,صيد الأسماك وتربية المائيات,متناهية الصغر,112,11,5,6,181,180,1
2022,2,منطقة جازان,صيد الأسماك وتربية المائيات,صغيرة,48,120,94,26,567,566,1
2022,2,منطقة جازان,صيد الأسماك وتربية المائيات,كبيرة,1,76,70,6,229,229,0
2022,2,منطقة جازان,صيد الأسماك وتربية المائيات,متناهية الصغر,287,39,19,20,574,569,5
2022,2,منطقة جازان,صيد الأسماك وتربية المائيات,متوسطة,1,28,11,17,203,203,0
2022,2,منطقة حائل,صيد الأسماك وتربية المائيات,صغيرة,3,2,1,1,16,16,0
2022,2,منطقة حائل,صيد الأسماك وتربية المائيات,متناهية الصغر,964,96,50,46,2143,2135,8
2022,2,منطقة عسير,صيد الأسماك وتربية المائيات,صغيرة,7,3,2,1,65,65,0
2022,2,منطقة عسير,صيد الأسماك وتربية المائيات,متناهية الصغر,294,39,20,19,534,533,1
2022,2,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,صغيرة,48,42,24,18,477,475,2
2022,2,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,كبيرة,1,262,238,24,1777,1774,3
2022,2,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متناهية الصغر,1888,183,96,87,3438,3288,150
2022,2,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متوسطة,1,1,1,0,67,67,0
2022,2,منطقة نجران,صيد الأسماك وتربية المائيات,صغيرة,5,4,1,3,33,33,0
2022,2,منطقة نجران,صيد الأسماك وتربية المائيات,متناهية الصغر,697,83,47,36,1469,1465,4
2022,2,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,612,1842,1151,691,7280,7268,12
2022,2,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,23,6879,6547,332,7980,7971,9
2022,2,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1355,478,266,212,2933,2929,4
2022,2,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,99,2485,1895,590,7623,7615,8
2022,2,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,22,24,15,9,171,171,0
2022,2,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,244,53,37,16,503,503,0
2022,2,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,14,13,1,55,55,0
2022,2,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,33,41,33,8,343,343,0
2022,2,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,247,43,36,7,542,541,1
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,19,34,21,13,209,209,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,97,24,13,11,225,221,4
2022,2,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,912,2712,1173,1539,11612,11551,61
2022,2,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,14,2499,1536,963,4966,4956,10
2022,2,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2299,656,301,355,5164,5147,17
2022,2,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,139,3050,1697,1353,10663,10631,32
2022,2,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,181,297,166,131,1822,1821,1
2022,2,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,1,125,103,22,380,380,0
2022,2,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1118,219,124,95,2634,2627,7
2022,2,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,7,121,74,47,379,379,0
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,88,187,103,84,857,856,1
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,557,123,80,43,1241,1239,2
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,8,185,131,54,693,692,1
2022,2,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,36,51,30,21,334,333,1
2022,2,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,209,54,27,27,452,452,0
2022,2,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,2,25,17,8,114,113,1
2022,2,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,46,76,44,32,377,376,1
2022,2,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,735,100,68,32,1761,1757,4
2022,2,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,48,128,71,57,480,480,0
2022,2,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,221,44,26,18,490,486,4
2022,2,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,2,24,7,17,117,117,0
2022,2,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,91,198,124,74,873,872,1
2022,2,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,915,183,113,70,2050,2049,1
2022,2,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,7,75,54,21,482,482,0
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,369,888,453,435,4245,4221,24
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,10,1095,733,362,2997,2991,6
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1897,361,192,169,4322,4308,14
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,74,1876,1396,480,5983,5963,20
2022,2,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,24,37,17,20,242,241,1
2022,2,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,289,42,25,17,731,731,0
2022,2,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,274,1008,627,381,4357,4331,26
2022,2,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,18,2494,2059,435,6168,6165,3
2022,2,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,355,144,79,65,782,781,1
2022,2,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,101,1930,1341,589,8330,8327,3
2022,2,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,25,91,67,24,343,342,1
2022,2,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,43,11,10,1,89,89,0
2022,2,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,5,64,42,22,347,346,1
2022,2,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,36,122,81,41,490,488,2
2022,2,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,48,12,9,3,91,90,1
2022,2,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,7,129,105,24,571,571,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,23,68,33,35,314,314,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,246,244,2,240,240,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,38,14,9,5,76,76,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,1,34,16,18,94,94,0
2022,2,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,1192,2039,943,1096,19756,19687,69
2022,2,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,31,4908,3726,1182,12149,12136,13
2022,2,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,1586,396,186,210,3706,3687,19
2022,2,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,315,3537,1848,1689,23398,23351,47
2022,2,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,136,303,180,123,2153,2141,12
2022,2,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,5,824,668,156,2736,2736,0
2022,2,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,242,57,29,28,619,619,0
2022,2,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,36,598,382,216,2932,2930,2
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,90,197,125,72,1205,1203,2
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,4,595,427,168,1555,1553,2
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,173,43,27,16,388,386,2
2022,2,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,34,1031,813,218,2717,2716,1
2022,2,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,28,114,69,45,359,359,0
2022,2,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,347,327,20,594,592,2
2022,2,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,49,15,8,7,100,100,0
2022,2,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,3,47,32,15,199,199,0
2022,2,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,67,258,147,111,879,876,3
2022,2,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,352,352,0,164,164,0
2022,2,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,128,41,28,13,313,313,0
2022,2,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,22,510,344,166,1571,1571,0
2022,2,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,44,47,34,13,564,562,2
2022,2,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,254,254,0,166,166,0
2022,2,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,146,32,19,13,351,350,1
2022,2,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,8,139,93,46,531,531,0
2022,2,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,159,413,246,167,2146,2140,6
2022,2,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,6,963,900,63,2130,2129,1
2022,2,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,246,79,46,33,599,598,1
2022,2,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,34,666,448,218,2649,2649,0
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,248,738,393,345,3651,3640,11
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,16,2870,2007,863,6419,6414,5
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,429,140,86,54,918,913,5
2022,2,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,64,1351,843,508,4930,4924,6
2022,2,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,38,127,77,50,573,563,10
2022,2,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,344,327,17,392,392,0
2022,2,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,74,17,11,6,178,177,1
2022,2,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,17,294,193,101,1445,1438,7
2022,2,المنطقة الشرقية,صنع منتجات المطاط واللدائن,صغيرة,42,167,107,60,719,719,0
2022,2,المنطقة الشرقية,صنع منتجات المطاط واللدائن,كبيرة,3,403,349,54,869,869,0
2022,2,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متناهية الصغر,48,25,14,11,104,104,0
2022,2,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متوسطة,36,1071,824,247,2696,2693,3
2022,2,منطقة الباحة,صنع منتجات المطاط واللدائن,صغيرة,1,3,2,1,21,21,0
2022,2,منطقة الباحة,صنع منتجات المطاط واللدائن,متناهية الصغر,2,1,0,1,1,1,0
2022,2,منطقة الجوف,صنع منتجات المطاط واللدائن,صغيرة,2,7,5,2,30,30,0
2022,2,منطقة الجوف,صنع منتجات المطاط واللدائن,كبيرة,1,133,92,41,355,354,1
2022,2,منطقة الجوف,صنع منتجات المطاط واللدائن,متناهية الصغر,9,2,2,0,24,24,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,صغيرة,1,3,1,2,5,5,0
2022,2,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,متوسطة,1,0,0,0,101,101,0
2022,2,منطقة الرياض,صنع منتجات المطاط واللدائن,صغيرة,112,505,222,283,2035,2025,10
2022,2,منطقة الرياض,صنع منتجات المطاط واللدائن,كبيرة,10,964,529,435,2813,2808,5
2022,2,منطقة الرياض,صنع منتجات المطاط واللدائن,متناهية الصغر,177,70,38,32,379,378,1
2022,2,منطقة الرياض,صنع منتجات المطاط واللدائن,متوسطة,71,1778,939,839,5817,5806,11
2022,2,منطقة القصيم,صنع منتجات المطاط واللدائن,صغيرة,6,35,16,19,64,64,0
2022,2,منطقة القصيم,صنع منتجات المطاط واللدائن,متناهية الصغر,7,1,0,1,13,13,0
2022,2,منطقة القصيم,صنع منتجات المطاط واللدائن,متوسطة,6,163,104,59,479,478,1
2022,2,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,صغيرة,18,95,47,48,354,353,1
2022,2,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,كبيرة,1,137,72,65,340,340,0
2022,2,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متناهية الصغر,22,16,9,7,33,33,0
2022,2,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متوسطة,7,219,154,65,643,637,6
2022,2,منطقة تبوك,صنع منتجات المطاط واللدائن,صغيرة,6,17,10,7,73,73,0
2022,2,منطقة تبوك,صنع منتجات المطاط واللدائن,متناهية الصغر,6,3,0,3,15,15,0
2022,2,منطقة جازان,صنع منتجات المطاط واللدائن,صغيرة,3,7,6,1,42,42,0
2022,2,منطقة جازان,صنع منتجات المطاط واللدائن,متناهية الصغر,2,0,0,0,7,7,0
2022,2,منطقة حائل,صنع منتجات المطاط واللدائن,صغيرة,4,27,9,18,90,90,0
2022,2,منطقة حائل,صنع منتجات المطاط واللدائن,متناهية الصغر,5,0,0,0,9,9,0
2022,2,منطقة حائل,صنع منتجات المطاط واللدائن,متوسطة,2,110,85,25,170,170,0
2022,2,منطقة عسير,صنع منتجات المطاط واللدائن,صغيرة,5,11,7,4,53,53,0
2022,2,منطقة عسير,صنع منتجات المطاط واللدائن,متناهية الصغر,24,6,5,1,48,48,0
2022,2,منطقة عسير,صنع منتجات المطاط واللدائن,متوسطة,3,64,35,29,200,200,0
2022,2,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,صغيرة,76,389,214,175,1356,1340,16
2022,2,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,كبيرة,10,1145,842,303,2895,2876,19
2022,2,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متناهية الصغر,74,33,22,11,141,140,1
2022,2,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متوسطة,33,913,543,370,2957,2953,4
2022,2,منطقة نجران,صنع منتجات المطاط واللدائن,صغيرة,5,29,16,13,96,96,0
2022,2,منطقة نجران,صنع منتجات المطاط واللدائن,متناهية الصغر,8,2,0,2,25,25,0
2022,2,منطقة نجران,صنع منتجات المطاط واللدائن,متوسطة,1,52,19,33,113,113,0
2022,2,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,20,102,71,31,324,323,1
2022,2,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,7,3383,3339,44,1645,1644,1
2022,2,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,16,20,11,9,24,24,0
2022,2,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,10,588,558,30,613,613,0
2022,2,منطقة الجوف,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,2,0,0,0,4,4,0
2022,2,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,31,132,86,46,340,337,3
2022,2,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,41,32,18,14,67,66,1
2022,2,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,5,171,127,44,342,341,1
2022,2,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,3,19,18,1,53,53,0
2022,2,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,4,4,3,1,6,6,0
2022,2,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,8,8,0,22,22,0
2022,2,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,1958,1900,58,784,784,0
2022,2,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,5,4,3,1,12,12,0
2022,2,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,3,289,289,0,170,170,0
2022,2,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,1,114,109,5,43,38,5
2022,2,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,2,9,5,4,20,20,0
2022,2,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,20,110,77,33,266,264,2
2022,2,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,2,2821,2731,90,1610,1597,13
2022,2,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,14,7,6,1,23,23,0
2022,2,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,2,13,13,0,120,120,0
2022,2,المنطقة الشرقية,صُنع الورق ومنتجات الورق,صغيرة,51,257,150,107,877,876,1
2022,2,المنطقة الشرقية,صُنع الورق ومنتجات الورق,كبيرة,5,573,458,115,1420,1418,2
2022,2,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متناهية الصغر,44,25,14,11,106,105,1
2022,2,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متوسطة,15,563,402,161,1406,1405,1
2022,2,منطقة الباحة,صُنع الورق ومنتجات الورق,متناهية الصغر,1,0,0,0,1,1,0
2022,2,منطقة الجوف,صُنع الورق ومنتجات الورق,صغيرة,1,3,2,1,12,12,0
2022,2,منطقة الجوف,صُنع الورق ومنتجات الورق,متناهية الصغر,2,1,1,0,7,7,0
