السنة,الربع,المنطقة,النشاط الاقتصادي,حجم المنشأة,عدد المنشآت,عدد العاملين السعوديين,عدد السعوديين (ذكور),عدد السعوديات (إناث),عدد العاملين الأجانب,عدد الأجانب (ذكور),عدد الأجنبيات (إناث)
2022,4,المنطقة الشرقية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,54,340,170,170,570,563,7
2022,4,المنطقة الشرقية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,كبيرة,1,227,212,15,209,208,1
2022,4,المنطقة الشرقية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,186,136,66,70,280,279,1
2022,4,المنطقة الشرقية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,4,177,89,88,242,241,1
2022,4,منطقة الباحة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,5,1,1,0,9,9,0
2022,4,منطقة الجوف,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,2,11,7,4,18,18,0
2022,4,منطقة الجوف,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,16,6,2,4,29,29,0
2022,4,منطقة الحدود الشمالية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,1,4,4,0,14,14,0
2022,4,منطقة الحدود الشمالية,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,13,2,2,0,27,26,1
2022,4,منطقة الرياض,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,153,915,380,535,1297,1266,31
2022,4,منطقة الرياض,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,كبيرة,3,523,350,173,631,602,29
2022,4,منطقة الرياض,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,399,242,109,133,691,673,18
2022,4,منطقة الرياض,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,16,643,380,263,984,976,8
2022,4,منطقة القصيم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,11,32,12,20,85,82,3
2022,4,منطقة القصيم,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,80,25,11,14,173,172,1
2022,4,منطقة المدينة المنورة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,28,138,81,57,287,282,5
2022,4,منطقة المدينة المنورة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,128,81,45,36,211,205,6
2022,4,منطقة تبوك,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,7,26,16,10,70,70,0
2022,4,منطقة تبوك,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,37,14,5,9,63,61,2
2022,4,منطقة جازان,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,2,10,3,7,18,18,0
2022,4,منطقة جازان,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,24,15,6,9,40,40,0
2022,4,منطقة حائل,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,7,30,10,20,65,63,2
2022,4,منطقة حائل,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,19,11,7,4,41,41,0
2022,4,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,3,14,7,7,23,23,0
2022,4,منطقة عسير,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,58,30,20,10,102,102,0
2022,4,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,200,811,479,332,1551,1518,33
2022,4,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,كبيرة,3,3950,3104,846,1443,1442,1
2022,4,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,688,477,296,181,1162,1138,24
2022,4,منطقة مكة المكرمة,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متوسطة,12,347,220,127,561,560,1
2022,4,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,صغيرة,3,10,2,8,25,25,0
2022,4,منطقة نجران,وكالات السفر ومشغّلو الجولات السياحية وخدمات الحجز والأنشطة المتصلة بها,متناهية الصغر,13,8,5,3,29,29,0
2022,4,المنطقة الشرقية,صيد الأسماك وتربية المائيات,صغيرة,138,98,37,61,1284,1283,1
2022,4,المنطقة الشرقية,صيد الأسماك وتربية المائيات,متناهية الصغر,1681,197,92,105,4516,4511,5
2022,4,منطقة الباحة,صيد الأسماك وتربية المائيات,صغيرة,1,0,0,0,7,7,0
2022,4,منطقة الباحة,صيد الأسماك وتربية المائيات,متناهية الصغر,114,15,12,3,292,292,0
2022,4,منطقة الجوف,صيد الأسماك وتربية المائيات,صغيرة,2,1,1,0,13,13,0
2022,4,منطقة الجوف,صيد الأسماك وتربية المائيات,متناهية الصغر,495,30,19,11,998,993,5
2022,4,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,صغيرة,1,5,1,4,15,15,0
2022,4,منطقة الحدود الشمالية,صيد الأسماك وتربية المائيات,متناهية الصغر,166,17,10,7,411,411,0
2022,4,منطقة الرياض,صيد الأسماك وتربية المائيات,صغيرة,562,512,214,298,4000,3990,10
2022,4,منطقة الرياض,صيد الأسماك وتربية المائيات,متناهية الصغر,83570,9317,4535,4782,230108,228800,1308
2022,4,منطقة القصيم,صيد الأسماك وتربية المائيات,صغيرة,16,5,1,4,135,135,0
2022,4,منطقة القصيم,صيد الأسماك وتربية المائيات,متناهية الصغر,2162,197,106,91,6122,6110,12
2022,4,منطقة القصيم,صيد الأسماك وتربية المائيات,متوسطة,1,0,0,0,50,50,0
2022,4,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,صغيرة,27,16,8,8,259,259,0
2022,4,منطقة المدينة المنورة,صيد الأسماك وتربية المائيات,متناهية الصغر,925,98,53,45,2244,2190,54
2022,4,منطقة تبوك,صيد الأسماك وتربية المائيات,صغيرة,21,7,2,5,220,220,0
2022,4,منطقة تبوك,صيد الأسماك وتربية المائيات,متناهية الصغر,382,36,21,15,905,903,2
2022,4,منطقة جازان,صيد الأسماك وتربية المائيات,صغيرة,56,71,39,32,656,654,2
2022,4,منطقة جازان,صيد الأسماك وتربية المائيات,متناهية الصغر,792,64,29,35,1810,1794,16
2022,4,منطقة جازان,صيد الأسماك وتربية المائيات,متوسطة,4,73,61,12,335,334,1
2022,4,منطقة حائل,صيد الأسماك وتربية المائيات,صغيرة,17,3,3,0,110,110,0
2022,4,منطقة حائل,صيد الأسماك وتربية المائيات,متناهية الصغر,3956,326,182,144,10716,10692,24
2022,4,منطقة عسير,صيد الأسماك وتربية المائيات,صغيرة,27,33,22,11,236,236,0
2022,4,منطقة عسير,صيد الأسماك وتربية المائيات,متناهية الصغر,888,73,38,35,1851,1845,6
2022,4,منطقة عسير,صيد الأسماك وتربية المائيات,متوسطة,1,6,2,4,46,46,0
2022,4,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,صغيرة,97,61,27,34,779,777,2
2022,4,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,كبيرة,1,276,253,23,2009,2006,3
2022,4,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متناهية الصغر,5162,565,292,273,12133,11712,421
2022,4,منطقة مكة المكرمة,صيد الأسماك وتربية المائيات,متوسطة,2,38,36,2,249,249,0
2022,4,منطقة نجران,صيد الأسماك وتربية المائيات,صغيرة,26,16,6,10,170,170,0
2022,4,منطقة نجران,صيد الأسماك وتربية المائيات,متناهية الصغر,1867,159,89,70,5186,5176,10
2022,4,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,674,1938,1131,807,7710,7698,12
2022,4,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,20,6503,6229,274,6491,6480,11
2022,4,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1509,474,265,209,3383,3381,2
2022,4,المنطقة الشرقية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,112,3145,2286,859,8583,8575,8
2022,4,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,22,20,13,7,130,130,0
2022,4,منطقة الباحة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,317,59,38,21,641,641,0
2022,4,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,27,39,29,10,251,251,0
2022,4,منطقة الجوف,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,302,39,26,13,688,687,1
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,17,35,20,15,220,220,0
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,119,21,8,13,303,300,3
2022,4,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,987,2937,1284,1653,12502,12449,53
2022,4,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,17,2236,1438,798,5678,5671,7
2022,4,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2635,628,282,346,5995,5971,24
2022,4,منطقة الرياض,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,161,3520,1867,1653,12014,11990,24
2022,4,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,176,359,197,162,1580,1578,2
2022,4,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,1,124,102,22,378,378,0
2022,4,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1256,204,121,83,2915,2911,4
2022,4,منطقة القصيم,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,9,144,86,58,617,616,1
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,94,173,86,87,926,925,1
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,660,123,72,51,1499,1497,2
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,8,284,203,81,752,751,1
2022,4,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,33,74,45,29,394,392,2
2022,4,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,226,50,29,21,546,545,1
2022,4,منطقة تبوك,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,26,17,9,84,84,0
2022,4,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,51,89,58,31,416,415,1
2022,4,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,841,89,52,37,2012,2009,3
2022,4,منطقة جازان,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,16,5,11,36,36,0
2022,4,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,58,156,84,72,613,613,0
2022,4,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,245,51,20,31,525,522,3
2022,4,منطقة حائل,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,9,4,5,58,58,0
2022,4,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,93,199,121,78,949,949,0
2022,4,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,1107,182,100,82,2513,2513,0
2022,4,منطقة عسير,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,7,109,58,51,464,464,0
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,364,984,505,479,4307,4277,30
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),كبيرة,8,857,603,254,2288,2283,5
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,2186,346,186,160,5000,4986,14
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,77,2109,1532,577,6651,6629,22
2022,4,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),صغيرة,16,16,6,10,115,115,0
2022,4,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متناهية الصغر,347,45,23,22,841,840,1
2022,4,منطقة نجران,صنع منتجات المعادن المشكلة ( باستثناء الآلات والمعدات ),متوسطة,1,7,3,4,44,44,0
2022,4,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,305,1097,655,442,4946,4942,4
2022,4,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,16,2109,1711,398,5327,5324,3
2022,4,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,361,125,76,49,882,879,3
2022,4,المنطقة الشرقية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,136,2885,1836,1049,10406,10344,62
2022,4,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,29,116,81,35,503,503,0
2022,4,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,40,7,7,0,74,74,0
2022,4,منطقة الباحة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,8,122,72,50,476,472,4
2022,4,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,32,110,74,36,514,512,2
2022,4,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,42,3,2,1,96,95,1
2022,4,منطقة الجوف,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,13,253,178,75,1039,1038,1
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,22,57,33,24,322,322,0
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,220,218,2,184,184,0
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,36,13,10,3,79,79,0
2022,4,منطقة الحدود الشمالية,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,4,89,50,39,277,277,0
2022,4,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,1358,2041,937,1104,22928,22851,77
2022,4,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,37,4942,3422,1520,12023,12005,18
2022,4,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,1744,324,154,170,4484,4453,31
2022,4,منطقة الرياض,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,433,4642,2427,2215,32554,32460,94
2022,4,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,168,353,197,156,2754,2750,4
2022,4,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,8,872,720,152,2600,2599,1
2022,4,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,272,67,43,24,717,716,1
2022,4,منطقة القصيم,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,49,855,508,347,3561,3561,0
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,107,250,165,85,1416,1405,11
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,7,1079,739,340,2337,2335,2
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,164,35,27,8,406,405,1
2022,4,منطقة المدينة المنورة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,44,942,683,259,3904,3902,2
2022,4,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,28,108,66,42,363,363,0
2022,4,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,368,345,23,533,533,0
2022,4,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,52,12,5,7,125,124,1
2022,4,منطقة تبوك,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,8,198,129,69,686,686,0
2022,4,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,76,217,135,82,1149,1147,2
2022,4,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,2,419,414,5,347,347,0
2022,4,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,137,26,17,9,356,355,1
2022,4,منطقة جازان,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,30,577,357,220,1887,1887,0
2022,4,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,51,65,38,27,602,600,2
2022,4,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,258,258,0,166,166,0
2022,4,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,127,25,14,11,317,317,0
2022,4,منطقة حائل,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,11,193,119,74,996,996,0
2022,4,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,174,462,289,173,2407,2403,4
2022,4,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,6,937,801,136,1657,1655,2
2022,4,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,279,60,26,34,699,693,6
2022,4,منطقة عسير,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,48,955,598,357,3560,3560,0
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,273,736,375,361,3828,3813,15
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,15,2917,1963,954,5970,5963,7
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,497,152,95,57,1182,1172,10
2022,4,منطقة مكة المكرمة,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,103,2255,1399,856,7920,7912,8
2022,4,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,صغيرة,36,110,57,53,537,537,0
2022,4,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,كبيرة,1,337,317,20,398,398,0
2022,4,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متناهية الصغر,81,10,5,5,209,208,1
2022,4,منطقة نجران,صنع منتجات المعادن اللافلزية الأخرى,متوسطة,25,426,245,181,1900,1895,5
2022,4,المنطقة الشرقية,صنع منتجات المطاط واللدائن,صغيرة,63,253,159,94,973,972,1
2022,4,المنطقة الشرقية,صنع منتجات المطاط واللدائن,كبيرة,3,406,391,15,866,866,0
2022,4,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متناهية الصغر,49,32,14,18,91,91,0
2022,4,المنطقة الشرقية,صنع منتجات المطاط واللدائن,متوسطة,35,1011,759,252,2588,2582,6
2022,4,منطقة الباحة,صنع منتجات المطاط واللدائن,متناهية الصغر,1,0,0,0,1,1,0
2022,4,منطقة الجوف,صنع منتجات المطاط واللدائن,صغيرة,2,10,7,3,33,33,0
2022,4,منطقة الجوف,صنع منتجات المطاط واللدائن,كبيرة,1,120,85,35,382,382,0
2022,4,منطقة الجوف,صنع منتجات المطاط واللدائن,متناهية الصغر,13,3,2,1,35,35,0
2022,4,منطقة الحدود الشمالية,صنع منتجات المطاط واللدائن,صغيرة,1,3,1,2,6,6,0
2022,4,منطقة الرياض,صنع منتجات المطاط واللدائن,صغيرة,138,650,286,364,2603,2591,12
2022,4,منطقة الرياض,صنع منتجات المطاط واللدائن,كبيرة,11,976,484,492,3415,3409,6
2022,4,منطقة الرياض,صنع منتجات المطاط واللدائن,متناهية الصغر,188,59,31,28,457,448,9
2022,4,منطقة الرياض,صنع منتجات المطاط واللدائن,متوسطة,85,2185,1188,997,7503,7489,14
2022,4,منطقة القصيم,صنع منتجات المطاط واللدائن,صغيرة,5,15,4,11,57,57,0
2022,4,منطقة القصيم,صنع منتجات المطاط واللدائن,متناهية الصغر,11,5,0,5,15,15,0
2022,4,منطقة القصيم,صنع منتجات المطاط واللدائن,متوسطة,9,247,161,86,622,621,1
2022,4,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,صغيرة,23,120,64,56,473,473,0
2022,4,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,كبيرة,1,127,63,64,340,340,0
2022,4,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متناهية الصغر,21,14,8,6,28,28,0
2022,4,منطقة المدينة المنورة,صنع منتجات المطاط واللدائن,متوسطة,8,232,146,86,693,688,5
2022,4,منطقة تبوك,صنع منتجات المطاط واللدائن,صغيرة,7,28,15,13,100,100,0
2022,4,منطقة تبوك,صنع منتجات المطاط واللدائن,متناهية الصغر,4,2,0,2,12,12,0
2022,4,منطقة تبوك,صنع منتجات المطاط واللدائن,متوسطة,1,18,10,8,79,79,0
2022,4,منطقة جازان,صنع منتجات المطاط واللدائن,صغيرة,1,2,1,1,9,9,0
2022,4,منطقة جازان,صنع منتجات المطاط واللدائن,متناهية الصغر,6,3,3,0,21,21,0
2022,4,منطقة حائل,صنع منتجات المطاط واللدائن,صغيرة,3,15,7,8,56,56,0
2022,4,منطقة حائل,صنع منتجات المطاط واللدائن,متناهية الصغر,6,0,0,0,13,13,0
2022,4,منطقة حائل,صنع منتجات المطاط واللدائن,متوسطة,2,104,80,24,144,144,0
2022,4,منطقة عسير,صنع منتجات المطاط واللدائن,صغيرة,5,12,7,5,62,62,0
2022,4,منطقة عسير,صنع منتجات المطاط واللدائن,متناهية الصغر,26,10,6,4,49,49,0
2022,4,منطقة عسير,صنع منتجات المطاط واللدائن,متوسطة,4,62,36,26,235,235,0
2022,4,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,صغيرة,84,400,215,185,1519,1507,12
2022,4,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,كبيرة,11,1251,943,308,2986,2971,15
2022,4,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متناهية الصغر,67,30,19,11,140,139,1
2022,4,منطقة مكة المكرمة,صنع منتجات المطاط واللدائن,متوسطة,35,884,480,404,3162,3159,3
2022,4,منطقة نجران,صنع منتجات المطاط واللدائن,صغيرة,3,19,10,9,68,68,0
2022,4,منطقة نجران,صنع منتجات المطاط واللدائن,متناهية الصغر,10,1,0,1,28,28,0
2022,4,منطقة نجران,صنع منتجات المطاط واللدائن,متوسطة,3,55,22,33,243,243,0
2022,4,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,27,140,88,52,526,526,0
2022,4,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,7,3573,3518,55,1597,1596,1
2022,4,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,11,9,5,4,18,18,0
2022,4,المنطقة الشرقية,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,8,577,549,28,665,665,0
2022,4,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,31,172,104,68,408,405,3
2022,4,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,42,36,21,15,73,72,1
2022,4,منطقة الرياض,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,5,161,116,45,351,351,0
2022,4,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,4,26,23,3,79,79,0
2022,4,منطقة القصيم,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,3,1,1,0,8,8,0
2022,4,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,2,17,17,0,31,31,0
2022,4,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,4,2059,1992,67,502,502,0
2022,4,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,5,5,4,1,9,9,0
2022,4,منطقة المدينة المنورة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,4,200,196,4,465,465,0
2022,4,منطقة تبوك,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,1,1,0,4,4,0
2022,4,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,1,224,218,6,54,50,4
2022,4,منطقة جازان,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,2,1,1,0,3,3,0
2022,4,منطقة حائل,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,1,0,0,0,3,3,0
2022,4,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,1,5,2,3,16,16,0
2022,4,منطقة عسير,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,1,16,9,7,47,47,0
2022,4,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,صغيرة,19,91,52,39,276,273,3
2022,4,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,كبيرة,3,2722,2637,85,1346,1334,12
2022,4,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متناهية الصغر,17,9,9,0,28,28,0
2022,4,منطقة مكة المكرمة,صنع فحم الكوك والمنتجات النفطية المكررة,متوسطة,3,124,120,4,94,94,0
2022,4,المنطقة الشرقية,صُنع الورق ومنتجات الورق,صغيرة,48,262,126,136,941,938,3
2022,4,المنطقة الشرقية,صُنع الورق ومنتجات الورق,كبيرة,7,716,552,164,1760,1756,4
2022,4,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متناهية الصغر,51,31,13,18,101,100,1
2022,4,المنطقة الشرقية,صُنع الورق ومنتجات الورق,متوسطة,22,647,446,201,1751,1747,4
2022,4,منطقة الجوف,صُنع الورق ومنتجات الورق,صغيرة,1,2,2,0,9,9,0
2022,4,منطقة الجوف,صُنع الورق ومنتجات الورق,متناهية الصغر,2,0,0,0,6,6,0
